model,model_family,num_keys,num_updates,pool_seed,pool_size,idx,value,provenance_tier,source_file
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,29,mirror,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,30,path,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,31,pit,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,32,planet,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,33,raise,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,34,reveal,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,35,role,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,36,row,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,37,season,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,38,seat,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,39,stag,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,40,stock,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,41,stone,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,42,timer,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,43,tiny,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,44,union,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,45,water,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,46,week,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,47,wig,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,48,worm,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,49,zen,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,0,act,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,1,ally,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,2,bay,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,3,belief,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,4,blood,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,5,blur,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,6,bonus,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,7,camp,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,8,club,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,9,corner,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,10,craft,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,11,cult,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,12,enable,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,13,exist,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,14,fade,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,15,faith,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,16,fax,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,17,feed,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,18,find,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,19,forest,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,20,form,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,21,forum,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,22,gross,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,23,hid,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,24,hill,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,25,import,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,26,lace,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,27,launch,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,28,maid,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,29,mirror,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,30,path,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,31,pit,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,32,planet,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,33,raise,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,34,reveal,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,35,role,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,36,row,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,37,season,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,38,seat,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,39,stag,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,40,stock,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,41,stone,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,42,timer,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,43,tiny,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,44,union,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,45,water,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,46,week,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,47,wig,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,48,worm,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,5,10,1234,50,49,zen,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,0,adjust,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,1,agenda,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,2,alloy,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,3,arena,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,4,array,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,5,banner,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,6,beam,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,7,behind,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,8,blend,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,9,bolt,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,10,bounce,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,11,bow,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,12,butter,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,13,cane,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,14,class,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,15,crash,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,16,cruise,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,17,design,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,18,dish,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,19,energy,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,20,firm,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,21,grade,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,22,grand,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,23,group,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,24,home,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,25,liquid,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,26,mail,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,27,malt,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,28,mate,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,29,meal,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,30,mental,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,31,minor,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,32,ore,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,33,paste,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,34,pet,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,35,poor,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,36,quote,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,37,real,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,38,reef,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,39,rock,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,40,rouge,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,41,shock,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,42,soil,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,43,speak,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,44,stake,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,45,stub,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,46,unit,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,47,urban,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,48,viewer,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,10,5,1234,50,49,watch,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,0,adjust,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,1,agenda,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,2,alloy,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,3,arena,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,4,array,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,5,banner,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,6,beam,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,7,behind,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
