model,model_family,variant,num_keys,num_updates,condition,query_type,condition_label,slot,subset,label_set,C,n_probe,chance,best_layer,best_top1,best_rel_depth,mean_top1,behavioral_acc,estimable,provenance_tier,source_file,notes
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k4,4,all,expected,0.1,2200,0.02,33,0.18409090909090908,0.970588,0.056350649350649346,0.0013636363636363637,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,ordinal,k5,5,all,expected,0.1,3000,0.02,31,0.2416666666666667,0.911765,0.0776,0.0036666666666666666,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,semantic,CVQ,5,all,expected,0.1,3000,0.02,31,0.9513333333333334,0.911765,0.38241904761904766,0.9183333333333333,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,10,5,FVQ,ordinal,k1,1,correct,expected,0.1,1238,0.02,30,0.9991902834008097,0.882353,0.4733520214929383,0.9904,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,10,5,FVQ,semantic,FVQ,1,correct,expected,0.1,1240,0.02,27,0.9991935483870968,0.794118,0.47638248847926273,0.992,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k2,2,correct,expected,0.1,1064,0.02,30,0.9727566657808486,0.882353,0.4160058463991496,0.3546666666666667,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k3,3,correct,,,38,0.02,,,,,0.012666666666666666,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,"n=38 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k4,4,correct,,,3,0.02,,,,,0.0013636363636363637,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,"n=3 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,ordinal,k5,5,correct,,,11,0.02,,,,,0.0036666666666666666,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,"n=11 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,semantic,CVQ,5,correct,expected,0.1,2755,0.02,31,0.9970961887477314,0.911765,0.40304900181488207,0.9183333333333333,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_ref.json,
gemma-3-4b-it,Gemma-3,base,10,5,FVQ,ordinal,k1,1,wrong,,,12,0.02,,,,,0.9904,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,"n=12 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,10,5,FVQ,semantic,FVQ,1,wrong,,,10,0.02,,,,,0.992,False,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,"n=10 < min_n=200, skipped"
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k2,2,wrong,cv_first,0.1,1936,0.02,34,0.9338874237459709,1.0,0.4503716896332576,0.3546666666666667,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k2,2,wrong,cv_last,0.1,1936,0.02,34,0.11208876102187057,1.0,0.04250429077568853,0.3546666666666667,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k2,2,wrong,expected,0.1,1936,0.02,31,0.6353272596499641,0.911765,0.23638250505188887,0.3546666666666667,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k2,2,wrong,shuffled,0.1,1936,0.02,13,0.032539492261381496,0.382353,0.023287742652403402,0.3546666666666667,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k3,3,wrong,cv_first,0.1,2962,0.02,29,0.76942083314343,0.852941,0.3920446391947235,0.012666666666666666,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k3,3,wrong,cv_last,0.1,2962,0.02,33,0.17116984184859393,0.970588,0.05864715112607188,0.012666666666666666,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k3,3,wrong,expected,0.1,2962,0.02,33,0.3085661546875712,0.970588,0.09566683703698879,0.012666666666666666,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k3,3,wrong,shuffled,0.1,2962,0.02,2,0.02801775215350257,0.058824,0.02257067655465632,0.012666666666666666,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k4,4,wrong,cv_first,0.1,2197,0.02,29,0.6581631807827708,0.852941,0.3301858710765317,0.0013636363636363637,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k4,4,wrong,cv_last,0.1,2197,0.02,34,0.17752847380410022,1.0,0.06091690086678697,0.0013636363636363637,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k4,4,wrong,expected,0.1,2197,0.02,33,0.1838703665355146,0.970588,0.05612253350294353,0.0013636363636363637,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,IVQ,ordinal,k4,4,wrong,shuffled,0.1,2197,0.02,0,0.02776558293642576,0.0,0.019844599591752207,0.0013636363636363637,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,ordinal,k5,5,wrong,cv_first,0.1,2989,0.02,20,0.6122406906326504,0.588235,0.31007526884302067,0.0036666666666666666,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,ordinal,k5,5,wrong,cv_last,0.1,2989,0.02,32,0.24691853918421539,0.941176,0.080181269462458,0.0036666666666666666,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,"DEGENERATE: cv_last == expected at k=N, not a control here"
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,ordinal,k5,5,wrong,expected,0.1,2989,0.02,32,0.24691853918421539,0.941176,0.080181269462458,0.0036666666666666666,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,ordinal,k5,5,wrong,shuffled,0.1,2989,0.02,1,0.025092575474921986,0.029412,0.02105840558101865,0.0036666666666666666,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,semantic,CVQ,5,wrong,cv_first,0.1,1231,0.02,18,0.1949573746749613,0.529412,0.05475931855906182,0.9202037351443124,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=244
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,semantic,CVQ,5,wrong,cv_last,0.1,1231,0.02,31,0.7351823989019111,0.911765,0.25420007692655777,0.9202037351443124,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_last == expected at k=N, not a control here; superseded shard(s) probe_fits_wrong.json:n=244"
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,semantic,CVQ,5,wrong,expected,0.1,1231,0.02,31,0.7351823989019111,0.911765,0.25420007692655777,0.9202037351443124,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=244
gemma-3-4b-it,Gemma-3,base,10,5,CVQ,semantic,CVQ,5,wrong,shuffled,0.1,1231,0.02,0,0.056864375461936435,0.0,0.028570900644071372,0.9202037351443124,True,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=244
