theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,5,CVQ,semantic,last,0.8833,,0.8167,0.9335,,120,106,0,0.8833,"{""correct"": 106, ""intermediate_intrusion"": 14}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=120; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,5,FVQ,semantic,first,0.8167,,0.7417,0.8833,,120,98,0,0.8167,"{""correct"": 98, ""intermediate_intrusion"": 21, ""recency_intrusion"": 1}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=120; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,10,CVQ,semantic,last,0.7024,,0.631,0.7679,,168,118,1,0.7066,"{""correct"": 118, ""garbage"": 1, ""intermediate_intrusion"": 49}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=168; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,10,FVQ,semantic,first,0.869,,0.8155,0.9167,,168,146,0,0.869,"{""correct"": 146, ""intermediate_intrusion"": 22}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=168; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,15,CVQ,semantic,last,0.6146,,0.5469,0.6823,,192,118,2,0.6211,"{""correct"": 118, ""garbage"": 2, ""intermediate_intrusion"": 72}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,15,FVQ,semantic,first,0.7448,,0.6823,0.8021,,192,143,1,0.7487,"{""correct"": 143, ""garbage"": 1, ""intermediate_intrusion"": 48}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,20,CVQ,semantic,last,0.5573,,0.4844,0.625,,192,107,9,0.5847,"{""correct"": 107, ""garbage"": 9, ""intermediate_intrusion"": 76}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,20,FVQ,semantic,first,0.8021,,0.7448,0.8542,,192,154,0,0.8021,"{""correct"": 154, ""intermediate_intrusion"": 37, ""recency_intrusion"": 1}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,30,CVQ,semantic,last,0.5677,,0.4948,0.6354,,192,109,7,0.5892,"{""correct"": 109, ""garbage"": 7, ""intermediate_intrusion"": 76}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,30,FVQ,semantic,first,0.6979,,0.6354,0.7604,,192,134,1,0.7016,"{""correct"": 134, ""garbage"": 1, ""intermediate_intrusion"": 57}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,50,CVQ,semantic,last,0.5312,,0.4635,0.599,,192,102,24,0.6071,"{""correct"": 102, ""garbage"": 24, ""intermediate_intrusion"": 66}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,2,50,FVQ,semantic,first,0.7188,,0.651,0.7812,,192,138,1,0.7225,"{""correct"": 138, ""garbage"": 1, ""intermediate_intrusion"": 53}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,5,CVQ,semantic,last,0.7847,,0.7153,0.8542,,144,113,1,0.7902,"{""correct"": 113, ""garbage"": 1, ""intermediate_intrusion"": 30}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=144; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,5,FVQ,semantic,first,0.8611,,0.7986,0.9167,,144,124,1,0.8671,"{""correct"": 124, ""garbage"": 1, ""intermediate_intrusion"": 18, ""recency_intrusion"": 1}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=144; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,10,CVQ,semantic,last,0.5625,,0.4896,0.6302,,192,108,4,0.5745,"{""correct"": 108, ""garbage"": 4, ""intermediate_intrusion"": 80}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,10,FVQ,semantic,first,0.7812,,0.7188,0.8385,,192,150,2,0.7895,"{""correct"": 150, ""garbage"": 2, ""intermediate_intrusion"": 40}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,15,CVQ,semantic,last,0.5573,,0.4896,0.625,,192,107,6,0.5753,"{""correct"": 107, ""garbage"": 6, ""intermediate_intrusion"": 79}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,15,FVQ,semantic,first,0.75,,0.6875,0.8125,,192,144,3,0.7619,"{""correct"": 144, ""garbage"": 3, ""intermediate_intrusion"": 43, ""recency_intrusion"": 2}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,20,CVQ,semantic,last,0.48,,0.41,0.55,,200,96,23,0.5424,"{""correct"": 96, ""garbage"": 23, ""intermediate_intrusion"": 81}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=200; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,20,FVQ,semantic,first,0.75,,0.69,0.81,,200,150,3,0.7614,"{""correct"": 150, ""garbage"": 3, ""intermediate_intrusion"": 47}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=200; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,30,CVQ,semantic,last,0.5,,0.43,0.57,,200,100,43,0.6369,"{""correct"": 100, ""garbage"": 43, ""intermediate_intrusion"": 57}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=200; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,30,FVQ,semantic,first,0.695,,0.63,0.755,,200,139,2,0.702,"{""correct"": 139, ""garbage"": 2, ""intermediate_intrusion"": 59}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=200; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,50,CVQ,semantic,last,0.4323,,0.3646,0.5,,192,83,69,0.6748,"{""correct"": 83, ""garbage"": 69, ""intermediate_intrusion"": 40}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,5,50,FVQ,semantic,first,0.6458,,0.5729,0.7083,,192,124,1,0.6492,"{""correct"": 124, ""garbage"": 1, ""intermediate_intrusion"": 67}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,5,CVQ,semantic,last,0.7708,,0.6944,0.8333,,144,111,0,0.7708,"{""correct"": 111, ""intermediate_intrusion"": 33}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=144; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,5,FVQ,semantic,first,0.875,,0.8194,0.9236,,144,126,3,0.8936,"{""correct"": 126, ""garbage"": 3, ""intermediate_intrusion"": 15}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=144; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,10,CVQ,semantic,last,0.6611,,0.5944,0.7278,,180,119,3,0.6723,"{""correct"": 119, ""garbage"": 3, ""intermediate_intrusion"": 58}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=180; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,10,FVQ,semantic,first,0.7778,,0.7167,0.8333,,180,140,1,0.7821,"{""correct"": 140, ""garbage"": 1, ""intermediate_intrusion"": 39}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=180; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,15,CVQ,semantic,last,0.5573,,0.4948,0.6251,,192,107,21,0.6257,"{""correct"": 107, ""garbage"": 21, ""intermediate_intrusion"": 64}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,15,FVQ,semantic,first,0.7865,,0.7292,0.8438,,192,151,2,0.7947,"{""correct"": 151, ""garbage"": 2, ""intermediate_intrusion"": 39}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,20,CVQ,semantic,last,0.5156,,0.4427,0.5833,,192,99,34,0.6266,"{""correct"": 99, ""garbage"": 34, ""intermediate_intrusion"": 59}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,20,FVQ,semantic,first,0.8021,,0.7448,0.8594,,192,154,1,0.8063,"{""correct"": 154, ""garbage"": 1, ""intermediate_intrusion"": 37}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,30,CVQ,semantic,last,0.4167,,0.349,0.4896,,192,80,60,0.6061,"{""correct"": 80, ""garbage"": 60, ""intermediate_intrusion"": 52}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,30,FVQ,semantic,first,0.7292,,0.6667,0.7866,,192,140,1,0.733,"{""correct"": 140, ""garbage"": 1, ""intermediate_intrusion"": 51}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,CVQ,semantic,last,0.3722,,0.3,0.4444,,180,67,89,0.7363,"{""correct"": 67, ""garbage"": 89, ""intermediate_intrusion"": 24}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=180; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,FVQ,semantic,first,0.6389,,0.5667,0.7056,,180,115,3,0.6497,"{""correct"": 115, ""garbage"": 3, ""intermediate_intrusion"": 62}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=180; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,5,CVQ,semantic,last,0.7436,,0.6731,0.8141,,156,116,0,0.7436,"{""correct"": 116, ""intermediate_intrusion"": 40}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=156; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,5,FVQ,semantic,first,0.8654,,0.8077,0.9167,,156,135,3,0.8824,"{""correct"": 135, ""garbage"": 3, ""intermediate_intrusion"": 17, ""recency_intrusion"": 1}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=156; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,10,CVQ,semantic,last,0.5573,,0.4844,0.6302,,192,107,9,0.5847,"{""correct"": 107, ""garbage"": 9, ""intermediate_intrusion"": 76}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,10,FVQ,semantic,first,0.8594,,0.8073,0.9062,,192,165,2,0.8684,"{""correct"": 165, ""garbage"": 2, ""intermediate_intrusion"": 24, ""recency_intrusion"": 1}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,15,CVQ,semantic,last,0.5208,,0.453,0.5885,,192,100,18,0.5747,"{""correct"": 100, ""garbage"": 18, ""intermediate_intrusion"": 74}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,15,FVQ,semantic,first,0.8021,,0.7448,0.8594,,192,154,2,0.8105,"{""correct"": 154, ""garbage"": 2, ""intermediate_intrusion"": 36}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,20,CVQ,semantic,last,0.4531,,0.3854,0.521,,192,87,46,0.5959,"{""correct"": 87, ""garbage"": 46, ""intermediate_intrusion"": 59}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,20,FVQ,semantic,first,0.7865,,0.7292,0.8438,,192,151,6,0.8118,"{""correct"": 151, ""garbage"": 6, ""intermediate_intrusion"": 35}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,30,CVQ,semantic,last,0.4635,,0.3906,0.5365,,192,89,57,0.6593,"{""correct"": 89, ""garbage"": 57, ""intermediate_intrusion"": 46}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,30,FVQ,semantic,first,0.75,,0.6875,0.8125,,192,144,4,0.766,"{""correct"": 144, ""garbage"": 4, ""intermediate_intrusion"": 44}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=192; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,50,CVQ,semantic,last,0.25,,0.1845,0.3095,,168,42,94,0.5676,"{""correct"": 42, ""garbage"": 94, ""intermediate_intrusion"": 32}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=168; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,15,50,FVQ,semantic,first,0.6845,,0.6071,0.756,,168,115,5,0.7055,"{""correct"": 115, ""garbage"": 5, ""intermediate_intrusion"": 48}",B,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=168; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,20,5,CVQ,semantic,last,0.8167,,0.75,0.8833,,120,98,1,0.8235,"{""correct"": 98, ""garbage"": 1, ""intermediate_intrusion"": 20, ""primacy_intrusion"": 1}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=120; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,20,5,FVQ,semantic,first,0.8167,,0.7417,0.875,,120,98,1,0.8235,"{""correct"": 98, ""garbage"": 1, ""intermediate_intrusion"": 20, ""recency_intrusion"": 1}",A,,raw,experiments_cloud/results/museum_endpoint/claude-haiku/sweep_20260722_161853.json,stopped_early=True; n_observations=120; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
