theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,10,FVQ,semantic,first,0.9097,,0.8612,0.9583,0.0486,144,131,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,20,IVQ,ordinal,16,0.0278,,0.0,0.0776,0.0498,72,2,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,20,IVQ,ordinal,17,0.0417,,0.0,0.088,0.0463,96,4,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,20,IVQ,ordinal,19,0.15,,0.1001,0.1999,0.0499,200,30,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,20,CVQ,ordinal,20,0.6683,,0.6034,0.7333,0.0649,199,133,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,20,CVQ,semantic,last,0.46,,0.3916,0.5284,0.0684,200,92,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,FVQ,semantic,first,0.6895,,0.6241,0.7548,0.0654,190,131,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=10; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,FVQ,ordinal,1,0.4346,,0.3649,0.5042,0.0696,191,83,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=9; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,2,0.1221,,0.0723,0.1719,0.0498,172,21,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=4; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,3,0.1323,,0.0834,0.1812,0.0489,189,25,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=3; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,4,0.0545,,0.0078,0.1013,0.0467,110,6,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=2; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,5,0.0583,,0.0086,0.1079,0.0497,103,6,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,6,0.0278,,0.0,0.0776,0.0498,72,2,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,7,0.0426,,0.0,0.0898,0.0472,94,4,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=2; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,8,0.0,,0.0,0.0447,0.0447,56,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,14,0.0,,0.0,0.0447,0.0447,56,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,20,0.0,,0.0,0.0454,0.0454,55,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,26,0.0,,0.0,0.0447,0.0447,56,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,31,0.0,,0.0,0.0447,0.0447,56,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,37,0.0,,0.0,0.0447,0.0447,56,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,43,0.0341,,0.0,0.0801,0.0461,88,3,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,IVQ,ordinal,49,0.2261,,0.1681,0.2842,0.058,199,45,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,CVQ,ordinal,50,0.3604,,0.2939,0.4269,0.0665,197,71,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=3; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,50,CVQ,semantic,last,0.2842,,0.2204,0.348,0.0638,190,54,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=10; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,FVQ,semantic,first,0.8987,,0.8504,0.9471,0.0483,158,142,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=2; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,FVQ,ordinal,1,0.775,,0.7172,0.8328,0.0578,200,155,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,IVQ,ordinal,2,0.575,,0.5071,0.6429,0.0679,200,115,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,IVQ,ordinal,3,0.3719,,0.3053,0.4385,0.0666,199,74,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,IVQ,ordinal,4,0.191,,0.1362,0.2457,0.0547,199,38,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,IVQ,ordinal,5,0.185,,0.131,0.239,0.054,200,37,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,IVQ,ordinal,6,0.0417,,0.0,0.088,0.0463,96,4,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,IVQ,ordinal,7,0.075,,0.0251,0.1249,0.0499,120,9,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,IVQ,ordinal,8,0.0417,,0.0,0.088,0.0463,96,4,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,IVQ,ordinal,9,0.155,,0.1045,0.2055,0.0505,200,31,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,CVQ,ordinal,10,0.855,,0.8058,0.9042,0.0492,200,171,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,10,CVQ,semantic,last,0.731,,0.6693,0.7926,0.0616,197,144,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=3; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,FVQ,semantic,first,0.8924,,0.8429,0.9419,0.0495,158,141,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=10; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,FVQ,ordinal,1,0.6031,,0.5349,0.6713,0.0682,194,117,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=6; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,2,0.3179,,0.253,0.3829,0.0649,195,62,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=5; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,3,0.2347,,0.1755,0.2939,0.0592,196,46,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=4; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,4,0.1451,,0.0949,0.1952,0.0502,193,28,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=7; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,5,0.0933,,0.0452,0.1415,0.0481,150,14,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=2; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,6,0.0253,,0.0,0.071,0.0457,79,2,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,7,0.0,,0.0,0.0454,0.0454,55,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,8,0.0,,0.0,0.0454,0.0454,55,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,10,0.0,,0.0,0.0462,0.0462,54,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=2; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,11,0.0,,0.0,0.0447,0.0447,56,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,13,0.0,,0.0,0.0454,0.0454,55,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=1; seed_version=museum_cot_v1; cache=True
