model,model_family,variant,num_keys,num_updates,condition,query_type,condition_label,slot,subset,label_set,C,n_probe,chance,best_layer,best_top1,best_rel_depth,mean_top1,behavioral_acc,estimable,provenance_tier,source_file,notes
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k3,3,correct,expected,0.1,419,0.02,,,,,0.2095,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_ref.json,37/37 layers not estimable (class support < folds)
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k4,4,correct,,,159,0.02,,,,,0.09352941176470589,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_ref.json,"n=159 < min_n=200, skipped"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,ordinal,k5,5,correct,,,154,0.02,,,,,0.08105263157894736,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_ref.json,"n=154 < min_n=200, skipped"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,semantic,CVQ,5,correct,expected,0.1,1280,0.02,35,0.9390625,0.972222,0.19843750000000002,0.6736842105263158,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_ref.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_first,0.1,1297,0.02,32,0.3986011286011286,0.888889,0.12246919625298004,0.6737120211360634,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=655"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,cv_last,0.1,1297,0.02,36,0.15343332343332344,1.0,0.04531662639770747,0.6737120211360634,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=655
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,expected,0.1,1297,0.02,32,0.3986011286011286,0.888889,0.12246919625298004,0.6737120211360634,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=655
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,ordinal,k1,1,wrong,shuffled,0.1,1297,0.02,0,0.03777843777843778,0.0,0.026294881159746025,0.6737120211360634,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=655
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,semantic,FVQ,1,wrong,cv_first,0.1,1330,0.02,32,0.4195488721804511,0.888889,0.12987197724039828,0.6859287054409006,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_first == expected at k=1, not a control here; superseded shard(s) probe_fits_wrong.json:n=605"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,semantic,FVQ,1,wrong,cv_last,0.1,1330,0.02,36,0.1631578947368421,1.0,0.047470026417394846,0.6859287054409006,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=605
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,semantic,FVQ,1,wrong,expected,0.1,1330,0.02,32,0.4195488721804511,0.888889,0.12987197724039828,0.6859287054409006,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=605
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,FVQ,semantic,FVQ,1,wrong,shuffled,0.1,1330,0.02,0,0.04060150375939849,0.0,0.022515748831538302,0.6859287054409006,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=605
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k2,2,wrong,cv_first,0.1,1476,0.02,31,0.5610009161704077,0.861111,0.16208954946701168,0.32727272727272727,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k2,2,wrong,cv_last,0.1,1476,0.02,36,0.1578699038021072,1.0,0.044715058622525415,0.32727272727272727,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k2,2,wrong,expected,0.1,1476,0.02,34,0.24526339899221256,0.944444,0.07293168340122072,0.32727272727272727,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k2,2,wrong,shuffled,0.1,1476,0.02,0,0.03319743472285845,0.0,0.020892585210038252,0.32727272727272727,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k3,3,wrong,cv_first,0.1,1575,0.02,34,0.4507936507936508,0.944444,0.1444187044187044,0.2095,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k3,3,wrong,cv_last,0.1,1575,0.02,36,0.15111111111111114,1.0,0.04573144573144574,0.2095,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k3,3,wrong,expected,0.1,1575,0.02,36,0.22603174603174603,1.0,0.0523037323037323,0.2095,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k3,3,wrong,shuffled,0.1,1575,0.02,24,0.026666666666666672,0.666667,0.02047190047190047,0.2095,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k4,4,wrong,cv_first,0.1,1538,0.02,31,0.39727357333220525,0.861111,0.1277713307029268,0.09352941176470589,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k4,4,wrong,cv_last,0.1,1538,0.02,36,0.1859681035576801,1.0,0.053284711590900515,0.09352941176470589,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k4,4,wrong,expected,0.1,1538,0.02,36,0.1619230931934515,1.0,0.04100089979568807,0.09352941176470589,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,IVQ,ordinal,k4,4,wrong,shuffled,0.1,1538,0.02,0,0.03185836964338593,0.0,0.02442505113514885,0.09352941176470589,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,ordinal,k5,5,wrong,cv_first,0.1,1741,0.02,31,0.3940239765504067,0.861111,0.1261458425128023,0.08105263157894736,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,ordinal,k5,5,wrong,cv_last,0.1,1741,0.02,36,0.17462536639989462,1.0,0.05054867633170173,0.08105263157894736,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,"DEGENERATE: cv_last == expected at k=N, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,ordinal,k5,5,wrong,expected,0.1,1741,0.02,36,0.17462536639989462,1.0,0.05054867633170173,0.08105263157894736,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,ordinal,k5,5,wrong,shuffled,0.1,1741,0.02,0,0.02642196093930112,0.0,0.018800220040216094,0.08105263157894736,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,semantic,CVQ,5,wrong,cv_first,0.1,1231,0.02,28,0.16897732135216087,0.777778,0.06703336099998487,0.6838610827374872,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=616
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,semantic,CVQ,5,wrong,cv_last,0.1,1231,0.02,33,0.4776537967808828,0.916667,0.1019356870448013,0.6838610827374872,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,"DEGENERATE: cv_last == expected at k=N, not a control here; superseded shard(s) probe_fits_wrong.json:n=616"
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,semantic,CVQ,5,wrong,expected,0.1,1231,0.02,33,0.4776537967808828,0.916667,0.1019356870448013,0.6838610827374872,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=616
Qwen2.5-3B-Instruct,Qwen2.5,base,10,5,CVQ,semantic,CVQ,5,wrong,shuffled,0.1,1231,0.02,0,0.04142720779434515,0.0,0.02450135531008445,0.6838610827374872,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/probe_fits_wrong_topup.json,superseded shard(s) probe_fits_wrong.json:n=616
