model,model_family,num_keys,num_updates,pool_seed,pool_size,idx,value,provenance_tier,source_file
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,29,mirror,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,30,path,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,31,pit,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,32,planet,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,33,raise,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,34,reveal,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,35,role,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,36,row,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,37,season,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,38,seat,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,39,stag,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,40,stock,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,41,stone,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,42,timer,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,43,tiny,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,44,union,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,45,water,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,46,week,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,47,wig,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,48,worm,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
Qwen2.5-3B-Instruct,Qwen2.5,10,5,1234,50,49,zen,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_10k_5u/manifest.json
