arm,model,variant,num_keys,num_updates,condition,query_type,subset,layer,rel_depth,entropy_nats,entropy_norm,n_trials,provenance_tier,source_file
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,26,0.722222,6.322064323425293,0.5298760020972236,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,27,0.75,5.010254357655843,0.4199282722714366,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,28,0.777778,6.758691279093425,0.5664713503634629,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,29,0.805556,6.647603542009989,0.5571606690738573,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,30,0.833333,6.1421794541676835,0.5147991742631849,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,31,0.861111,7.875684696833293,0.6600907721665364,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,32,0.888889,8.811706606547038,0.7385422908511498,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,33,0.916667,5.712163877586524,0.4787579505581236,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,34,0.944444,1.0292288145919641,0.08626354013806944,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,35,0.972222,0.9023380994796752,0.07562835179020266,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,all,36,1.0,0.1485538404184778,0.012450856402309456,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,1,0.027778,6.841321592255841,0.5733969078634564,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,2,0.055556,4.5220182354994645,0.37900736554654163,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,3,0.083333,5.931629710310087,0.4971522078910661,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,4,0.111111,6.352159387483372,0.5323983826694789,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,5,0.138889,6.105419095106951,0.5117181502339632,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,6,0.166667,6.489701188455417,0.5439262786053485,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,7,0.194444,6.56544830667691,0.5502749296345496,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,8,0.222222,6.090735289055531,0.5104874451907911,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,9,0.25,5.963777523341141,0.49984663707963767,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,10,0.277778,6.533553964509739,0.5476017447929402,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,11,0.305556,7.223915453032245,0.6054635391098319,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,12,0.333333,6.752893305200291,0.5659854003525823,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,13,0.361111,7.319774560102328,0.613497851609738,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,14,0.388889,7.714802648138813,0.6466066422351828,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,15,0.416667,7.914674195717639,0.6633586287930597,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,16,0.444444,8.412059318362259,0.7050463476783333,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,17,0.472222,8.798362664350375,0.737423884839812,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,18,0.5,8.26274550430418,0.6925317950253602,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,19,0.527778,8.281343339935063,0.6940905496168377,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,20,0.555556,7.409236280936894,0.6209959750946434,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,21,0.583333,7.847889791323444,0.6577611765381501,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,22,0.611111,6.271015508907047,0.5255974088458865,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,23,0.638889,7.774601283035879,0.6516185908597363,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,24,0.666667,7.008274566470169,0.5873898649086958,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,25,0.694444,6.4710582072340594,0.5423637401920419,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,26,0.722222,6.331407396812138,0.5306590802375677,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,27,0.75,5.031931205058661,0.42174509042643665,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,28,0.777778,6.813397155971978,0.5710564557734509,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,29,0.805556,6.698226172154344,0.5614035422090048,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,30,0.833333,6.275617456811619,0.5259831154177884,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,31,0.861111,7.97399000483235,0.6683301099718273,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,32,0.888889,8.789161802276851,0.7366527259648059,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,33,0.916667,5.6957372578344945,0.4773811737401585,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,34,0.944444,0.9247035888119006,0.07750288761679902,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,35,0.972222,0.811995427204868,0.06805639244989996,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,correct,36,1.0,0.10178081030334948,0.008530632732400746,127,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,1,0.027778,6.818926189256751,0.5715198648598695,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,2,0.055556,4.492136229639468,0.37650284218364716,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,3,0.083333,5.962473579075025,0.4997373486037,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,4,0.111111,6.377187044724174,0.5344960448067461,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,5,0.138889,6.114736059437627,0.512499040076056,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,6,0.166667,6.48350655514261,0.5434070830757985,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,7,0.194444,6.59037158800208,0.5523638436335407,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,8,0.222222,6.167513432710067,0.5169225103414837,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,9,0.25,5.971685140029244,0.5005094041921588,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,10,0.277778,6.5224917038627295,0.5466745750986874,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,11,0.305556,7.241075640139372,0.6069017989683837,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,12,0.333333,6.722571746162746,0.5634440363837532,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,13,0.361111,7.331098908963411,0.6144469879035004,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,14,0.388889,7.708492216856583,0.6460777412420455,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,15,0.416667,7.926036855448848,0.6643109760650185,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,16,0.444444,8.42926141490107,0.7064881201240673,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,17,0.472222,8.807443121205205,0.7381849521003309,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,18,0.5,8.26869068975034,0.693030083390486,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,19,0.527778,8.29178747923478,0.6949659122348634,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,20,0.555556,7.410422283670177,0.6210953784468773,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,21,0.583333,7.85837867985601,0.6586402897577809,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,22,0.611111,6.024457475413447,0.5049324522132149,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,23,0.638889,7.7052000501881475,0.645801812364504,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,24,0.666667,6.822695690652599,0.5718358009572184,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,25,0.694444,6.349521305250085,0.5321772750698935,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,26,0.722222,6.270474309506624,0.5255520488874987,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,27,0.75,4.890560461127239,0.4098962763720889,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,28,0.777778,6.45661969806837,0.5411535944039626,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,29,0.805556,6.36807858425638,0.5337326304580416,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,30,0.833333,5.4053696134816045,0.45304436875733023,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,31,0.861111,7.332868430925452,0.6145952981981926,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,32,0.888889,8.936193134473717,0.7489759752235692,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,33,0.916667,5.802867386652076,0.4863601529877574,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,34,0.944444,1.6063898438992708,0.13463757797291065,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,35,0.972222,1.4011867681275243,0.11743873597361323,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,FVQ,semantic,wrong,36,1.0,0.4068223110541863,0.03409730884050105,23,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,1,0.027778,6.836832907994588,0.573020694343734,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,2,0.055556,4.557849750518799,0.382010539661234,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,3,0.083333,6.006385981241862,0.5034178122801661,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,4,0.111111,6.351415567398071,0.5323360403089912,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,5,0.138889,6.115606336593628,0.5125719812795217,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,6,0.166667,6.456182381312052,0.5411169412409081,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,7,0.194444,6.513480580647786,0.5459193189514433,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,8,0.222222,5.9646177546183266,0.49991706002493164,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,9,0.25,5.8567320950826005,0.49087475690463644,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,10,0.277778,6.42793885866801,0.5387497453222718,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,11,0.305556,7.225118083953857,0.6055643361331051,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,12,0.333333,6.805006093978882,0.5703531692906201,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,13,0.361111,7.369161078135172,0.6176371215370907,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,14,0.388889,7.70060186068217,0.6454164207981311,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,15,0.416667,7.924819726943969,0.6642089639447349,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,16,0.444444,8.396325098673502,0.703727603515306,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,17,0.472222,8.792456302642822,0.7369288504383205,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,18,0.5,8.267080351511638,0.6928951148826863,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,19,0.527778,8.287549152374268,0.6946106821110403,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,20,0.555556,7.658960825602214,0.6419263289448099,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,21,0.583333,7.739620008468628,0.6486866785969521,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,22,0.611111,6.886520846684774,0.577185227470683,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,23,0.638889,7.93164233525594,0.6647807924221558,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,24,0.666667,6.821318429311116,0.5717203675012881,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,25,0.694444,6.980964832305908,0.5851009333165768,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,26,0.722222,6.73345960299174,0.5643565886377023,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,27,0.75,4.79272477944692,0.4016962997158665,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,28,0.777778,5.797310763994853,0.4858944315322096,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,29,0.805556,6.690605500539144,0.5607648250428733,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,30,0.833333,5.691364653905233,0.47701468934989244,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,31,0.861111,7.84716165860494,0.6577001489949076,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,32,0.888889,9.06607453028361,0.7598618237752127,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,33,0.916667,6.3832916549841565,0.5350076951654643,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,34,0.944444,1.248992045422395,0.1046827235255152,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,35,0.972222,1.1568732346097628,0.09696189933040451,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,all,36,1.0,0.29634564339457936,0.024837843578879075,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,correct,1,0.027778,6.827708147574162,0.5722559138346595,69,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,correct,2,0.055556,4.546357604040616,0.38104733961772735,69,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,correct,3,0.083333,6.012576262156169,0.5039366430188186,69,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,correct,4,0.111111,6.366019698156827,0.5335600674660514,69,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
base,Qwen2.5-3B-Instruct,base,2,4,CVQ,semantic,correct,5,0.138889,6.121513504912888,0.513067083286176,69,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json
