arm,model,variant,num_keys,num_updates,condition,query_type,subset,layer,rel_depth,entropy_nats,entropy_norm,n_trials,provenance_tier,source_file
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,all,4,0.333333,2.1488156072298685,0.5465185407372637,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,all,5,0.416667,2.131635916233063,0.5421491478390082,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,all,6,0.5,2.0949296681086222,0.5328134723657783,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,all,7,0.583333,1.9499953722953796,0.4959516403946545,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,all,8,0.666667,2.088098754088084,0.5310761333638434,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,all,9,0.75,2.1107226475079854,0.5368301762775487,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,all,10,0.833333,2.057340874671936,0.5232533349263566,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,all,11,0.916667,2.131444975535075,0.5421005849789469,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,all,12,1.0,0.002049931553095424,0.0005213688867669966,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,1,0.083333,2.1177152506510417,0.5386086384465876,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,2,0.166667,2.1860750031471254,0.5559949009316606,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,3,0.25,2.1835299158096313,0.555347596708322,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,4,0.333333,2.1488156072298685,0.5465185407372637,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,5,0.416667,2.131635916233063,0.5421491478390082,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,6,0.5,2.0949296681086222,0.5328134723657783,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,7,0.583333,1.9499953722953796,0.4959516403946545,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,8,0.666667,2.088098754088084,0.5310761333638434,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,9,0.75,2.1107226475079854,0.5368301762775487,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,10,0.833333,2.057340874671936,0.5232533349263566,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,11,0.916667,2.131444975535075,0.5421005849789469,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,CVQ,ordinal,correct,12,1.0,0.002049931553095424,0.0005213688867669966,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,1,0.083333,2.1865198890368145,0.5561080508857144,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,2,0.166667,2.204217109680176,0.5606090695718099,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,3,0.25,2.196056431134542,0.5585335252044007,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,4,0.333333,2.1737434975306194,0.5528585701865044,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,5,0.416667,2.174744993050893,0.5531132853274656,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,6,0.5,2.1612717390060423,0.5496865682490901,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,7,0.583333,2.0705622100830077,0.5266159803348995,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,8,0.666667,2.128822298049927,0.5414335468826186,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,9,0.75,2.1783985710144043,0.554042517268247,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,10,0.833333,2.1627764558792113,0.5500692700811973,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,11,0.916667,2.0662698920567832,0.5255242945819757,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,all,12,1.0,0.0020817086051101797,0.0005294508962412414,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,1,0.083333,2.1865198890368145,0.5561080508857144,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,2,0.166667,2.204217109680176,0.5606090695718099,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,3,0.25,2.196056431134542,0.5585335252044007,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,4,0.333333,2.1737434975306194,0.5528585701865044,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,5,0.416667,2.174744993050893,0.5531132853274656,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,6,0.5,2.1612717390060423,0.5496865682490901,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,7,0.583333,2.0705622100830077,0.5266159803348995,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,8,0.666667,2.128822298049927,0.5414335468826186,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,9,0.75,2.1783985710144043,0.554042517268247,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,10,0.833333,2.1627764558792113,0.5500692700811973,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,11,0.916667,2.0662698920567832,0.5255242945819757,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d25,ordinal,correct,12,1.0,0.0020817086051101797,0.0005294508962412414,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,1,0.083333,2.179357500076294,0.5542864062784587,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,2,0.166667,2.197123327255249,0.5588048739925637,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,3,0.25,2.1883569327990213,0.5565752750034162,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,4,0.333333,2.1647955695788066,0.5505828009160315,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,5,0.416667,2.1657442728678387,0.5508240891565718,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,6,0.5,2.150389792919159,0.5469189109053072,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,7,0.583333,2.0531843852996827,0.5221961951240067,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,8,0.666667,2.1151871705055236,0.537965659743647,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,9,0.75,2.169359978040059,0.5517436887293831,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,10,0.833333,2.1847256739934284,0.555651719600712,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,11,0.916667,2.1136702338854474,0.5375798500049213,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,all,12,1.0,0.0028979561724311984,0.0007370510401864468,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,1,0.083333,2.179357500076294,0.5542864062784587,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,2,0.166667,2.197123327255249,0.5588048739925637,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,3,0.25,2.1883569327990213,0.5565752750034162,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,4,0.333333,2.1647955695788066,0.5505828009160315,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,5,0.416667,2.1657442728678387,0.5508240891565718,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,6,0.5,2.150389792919159,0.5469189109053072,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,7,0.583333,2.0531843852996827,0.5221961951240067,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,8,0.666667,2.1151871705055236,0.537965659743647,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,9,0.75,2.169359978040059,0.5517436887293831,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,10,0.833333,2.1847256739934284,0.555651719600712,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,11,0.916667,2.1136702338854474,0.5375798500049213,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d50,ordinal,correct,12,1.0,0.0028979561724311984,0.0007370510401864468,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,1,0.083333,2.1692038440704344,0.5517039784308576,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,2,0.166667,2.200721801916758,0.5597200912472553,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,3,0.25,2.195525506337484,0.5583984925639303,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,4,0.333333,2.1744852097829184,0.5530472134076398,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,5,0.416667,2.16831400235494,0.5514776607355641,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,6,0.5,2.156282466252645,0.5484176226702547,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,7,0.583333,2.0501797151565553,0.5214320030097583,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,8,0.666667,2.14972948551178,0.5467509717673447,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,9,0.75,2.1866263008117675,0.5561351151008886,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,10,0.833333,2.2038601485888165,0.5605182819518327,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,11,0.916667,1.8004294634920854,0.4579118281612565,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,all,12,1.0,0.0020758163402206263,0.0005279522883577912,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,1,0.083333,2.1692038440704344,0.5517039784308576,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,2,0.166667,2.200721801916758,0.5597200912472553,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,3,0.25,2.195525506337484,0.5583984925639303,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,4,0.333333,2.1744852097829184,0.5530472134076398,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,5,0.416667,2.16831400235494,0.5514776607355641,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,6,0.5,2.156282466252645,0.5484176226702547,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,7,0.583333,2.0501797151565553,0.5214320030097583,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,8,0.666667,2.14972948551178,0.5467509717673447,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,9,0.75,2.1866263008117675,0.5561351151008886,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,10,0.833333,2.2038601485888165,0.5605182819518327,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,11,0.916667,1.8004294634920854,0.4579118281612565,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,4,IVQ_d75,ordinal,correct,12,1.0,0.0020758163402206263,0.0005279522883577912,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,1,0.083333,2.198081490198771,0.5590485681522303,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,2,0.166667,2.2077016162872316,0.5614953007866565,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,3,0.25,2.190011838277181,0.5569961750210529,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,4,0.333333,2.169036947886149,0.5516615309268543,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,5,0.416667,2.2037883202234902,0.5605000135004728,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,6,0.5,2.1742509921391804,0.5529876437151823,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,7,0.583333,1.9384567693869272,0.49301697238384096,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,8,0.666667,2.4638325421015423,0.6266383029794671,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,9,0.75,2.5598934507369995,0.6510699328655816,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,10,0.833333,2.8028159968058266,0.7128535847261827,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,11,0.916667,2.9484654474258423,0.7498973054364261,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,all,12,1.0,0.0013796142089995557,0.00035088387377027057,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,1,0.083333,2.198081490198771,0.5590485681522303,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,2,0.166667,2.2077016162872316,0.5614953007866565,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,3,0.25,2.190011838277181,0.5569961750210529,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,4,0.333333,2.169036947886149,0.5516615309268543,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,5,0.416667,2.2037883202234902,0.5605000135004728,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,6,0.5,2.1742509921391804,0.5529876437151823,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,7,0.583333,1.9384567693869272,0.49301697238384096,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,8,0.666667,2.4638325421015423,0.6266383029794671,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,9,0.75,2.5598934507369995,0.6510699328655816,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,10,0.833333,2.8028159968058266,0.7128535847261827,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
scratch,gpt2-small,scratch_cosine,2,6,FVQ,ordinal,correct,11,0.916667,2.9484654474258423,0.7498973054364261,150,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json
