arm,model,variant,num_keys,num_updates,condition,query_type,behavioral_accuracy,n_trials,n_correct,n_wrong,H_out_all,H_out_correct,H_out_wrong,confusion_gap,provenance_tier,source_file,notes
scratch,gpt2-small,scratch_cosine,6,10,IVQ_d25,ordinal,0.9733333333333334,150,146,4,0.008025703116167893,0.004575432023109647,0.1339605980127939,0.12938516598968425,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=4 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,10,IVQ_d50,ordinal,0.94,150,141,9,0.05081290662928572,0.04080447095455822,0.20761173220001666,0.16680726124545844,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=9 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,10,IVQ_d75,ordinal,0.74,150,111,39,0.15455715034314554,0.13128906529669246,0.2207817000907429,0.08949263479405045,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,12,FVQ,ordinal,1.0,150,150,0,0.0010361157844397128,0.0010361157844397128,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,12,CVQ,ordinal,0.86,150,129,21,0.0876227681759296,0.0713564955786224,0.18754415698795968,0.11618766140933727,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,12,IVQ_d25,ordinal,0.9533333333333334,150,143,7,0.032096390527564744,0.024096126363087146,0.1955303584590356,0.17143423209594846,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=7 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,6,12,IVQ_d50,ordinal,0.8266666666666667,150,124,26,0.12190519724867907,0.0988853069166404,0.23169236652455563,0.13280705960791522,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,6,12,IVQ_d75,ordinal,0.7333333333333333,150,110,40,0.19916317661878896,0.1682257276112187,0.2842411613896072,0.1160154337783885,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,4,FVQ,ordinal,1.0,150,150,0,0.0004808706609702603,0.0004808706609702603,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,4,CVQ,ordinal,1.0,150,150,0,0.002822694117476596,0.002822694117476596,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,4,IVQ_d25,ordinal,0.9933333333333333,150,149,1,0.007524133828421075,0.0069203479137455995,0.09748823511506735,0.09056788720132175,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,4,IVQ_d50,ordinal,0.9666666666666667,150,145,5,0.009378332824021538,0.006694853100353648,0.08719924481039035,0.0805043917100367,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=5 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,4,IVQ_d75,ordinal,0.9933333333333333,150,149,1,0.008834822976813308,0.007687882729209265,0.1797289198698159,0.17204103714060665,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,6,FVQ,ordinal,0.9933333333333333,150,149,1,0.0024628315813213396,0.0017175736643065753,0.11350626121652116,0.11178868755221458,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,6,CVQ,ordinal,0.9933333333333333,150,149,1,0.015410119816414027,0.014767526843423097,0.11115647279206271,0.09638894594863961,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,6,IVQ_d25,ordinal,0.98,150,147,3,0.01325327967497706,0.010210254086072651,0.16236153353129298,0.15215127944522033,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=3 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,6,IVQ_d50,ordinal,0.9733333333333334,150,146,4,0.021974083145824278,0.019258483200933322,0.12109348113434433,0.10183499793341101,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=4 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,6,IVQ_d75,ordinal,0.96,150,144,6,0.03397656661395138,0.029642719733611426,0.13798889174211032,0.10834617200849889,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=6 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,8,FVQ,ordinal,0.9933333333333333,150,149,1,0.0032684796102526587,0.002092871429225632,0.1784340985832796,0.17634122715405398,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,8,CVQ,ordinal,0.9133333333333333,150,137,13,0.07156054895327843,0.06803065716184187,0.10876017783226423,0.04072952067042236,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=13 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,8,IVQ_d25,ordinal,0.9933333333333333,150,149,1,0.009932406516575972,0.008396673685513483,0.23875659834488677,0.2303599246593733,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,8,IVQ_d50,ordinal,0.9466666666666667,150,142,8,0.049090357336134136,0.04120380728815915,0.18907662068769,0.14787281339953084,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=8 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,8,IVQ_d75,ordinal,0.62,150,93,57,0.15614104145842764,0.1328229114099744,0.19418641153748314,0.06136350012750874,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,10,FVQ,ordinal,1.0,150,150,0,0.0022639182187724504,0.0022639182187724504,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,10,CVQ,ordinal,0.8066666666666666,150,121,29,0.1356815311932167,0.12516474020109464,0.17956193498793319,0.05439719478683855,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,10,IVQ_d25,ordinal,0.9866666666666667,150,148,2,0.019308241851223536,0.01767524984582136,0.14014965025098447,0.12247440040516311,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=2 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,10,IVQ_d50,ordinal,0.78,150,117,33,0.1355953625948511,0.09980149795803084,0.2625008826708501,0.16269938471281925,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,10,IVQ_d75,ordinal,0.56,150,84,66,0.25213529733401224,0.22280545985267147,0.28946418140117336,0.06665872154850189,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,12,FVQ,ordinal,1.0,150,150,0,0.0043251782224907115,0.0043251782224907115,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,12,CVQ,ordinal,0.7,150,105,45,0.19463413444746663,0.17378025487247503,0.2432931867891134,0.06951293191663838,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,12,IVQ_d25,ordinal,0.9333333333333333,150,140,10,0.04722546607621788,0.03389182078014519,0.23389650022123565,0.20000467944109046,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=10 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,8,12,IVQ_d50,ordinal,0.7,150,105,45,0.19335585205156913,0.15520670739010706,0.282370522928314,0.12716381553820694,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,8,12,IVQ_d75,ordinal,0.5,150,75,75,0.3208837972229389,0.27908441788956123,0.3626831765563168,0.08359875866675559,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,4,FVQ,ordinal,0.9933333333333333,150,149,1,0.003628053059372704,0.0033557113769060475,0.04420696374690452,0.040851252369998474,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,4,CVQ,ordinal,0.98,150,147,3,0.010621917914079813,0.006834636903047519,0.19619868745466265,0.18936405055161512,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=3 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,4,IVQ_d25,ordinal,0.9666666666666667,150,145,5,0.015869282909345115,0.010209675370106686,0.17999790154725995,0.16978822617715325,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=5 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,4,IVQ_d50,ordinal,0.9866666666666667,150,148,2,0.01400806577732867,0.011026412461624282,0.23465041113945379,0.2236239986778295,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=2 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,4,IVQ_d75,ordinal,0.9533333333333334,150,143,7,0.024793490748896935,0.01740348656509656,0.1757607190751048,0.15835723251000824,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=7 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,6,FVQ,ordinal,0.9933333333333333,150,149,1,0.004860374918806109,0.0034540913832625145,0.21439662171480187,0.21094253033153934,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
