model,model_family,variant,num_keys,num_updates,condition,query_type,condition_label,slot,subset,label_set,C,n_probe,chance,best_layer,best_top1,best_rel_depth,mean_top1,behavioral_acc,estimable,provenance_tier,source_file,notes
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,ordinal,k10,10,all,expected,0.1,1400,0.02,36,0.08714285714285715,1.0,0.04772200772200772,0.041428571428571426,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,semantic,CVQ,10,all,expected,0.1,3700,0.02,32,0.7359459459459459,0.888889,0.19303140978816655,0.6621739130434783,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,correct,expected,0.1,3797,0.02,34,0.9702406213161362,0.944444,0.30131419645149626,0.7119005328596802,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,semantic,FVQ,1,correct,expected,0.1,4575,0.02,34,0.9781420765027322,0.944444,0.3168926303352532,0.7423329682365827,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k2,2,correct,expected,0.1,476,0.02,35,0.7163309715256218,0.972222,0.1519252713425152,0.2644444444444444,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k3,3,correct,expected,0.1,412,0.02,,,,,0.2875,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,37/37 layers not estimable (class support < folds)
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k4,4,correct,expected,0.1,231,0.02,,,,,0.144375,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,37/37 layers not estimable (class support < folds)
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k5,5,correct,,,135,0.02,,,,,0.09310344827586207,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,"n=135 < min_n=200, skipped"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k6,6,correct,,,68,0.02,,,,,0.04857142857142857,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,"n=68 < min_n=200, skipped"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k7,7,correct,,,30,0.02,,,,,0.02142857142857143,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,"n=30 < min_n=200, skipped"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k8,8,correct,,,34,0.02,,,,,0.024285714285714285,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,"n=34 < min_n=200, skipped"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k9,9,correct,,,35,0.02,,,,,0.025,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,"n=35 < min_n=200, skipped"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,ordinal,k10,10,correct,,,58,0.02,,,,,0.041428571428571426,False,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,"n=58 < min_n=200, skipped"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,semantic,CVQ,10,correct,expected,0.1,2442,0.02,33,0.923830835763854,0.916667,0.22175372596774587,0.6621739130434783,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_ref.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,1253,0.02,32,0.39266932270916327,0.888889,0.12549258102724237,0.7119005328596802,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,1253,0.02,3,0.07341513944223108,0.083333,0.04285594917626791,0.7119005328596802,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,expected,0.1,1253,0.02,32,0.39266932270916327,0.888889,0.12549258102724237,0.7119005328596802,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,shuffled,0.1,1253,0.02,0,0.05267569721115538,0.0,0.0245072897598794,0.7119005328596802,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,semantic,FVQ,1,wrong,cv_first,0.1,1257,0.02,32,0.4073167646872826,0.888889,0.12913075283593214,0.7423329682365827,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,semantic,FVQ,1,wrong,cv_last,0.1,1257,0.02,2,0.08115158413963194,0.055556,0.041348291945901505,0.7423329682365827,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,semantic,FVQ,1,wrong,expected,0.1,1257,0.02,32,0.4073167646872826,0.888889,0.12913075283593214,0.7423329682365827,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,semantic,FVQ,1,wrong,shuffled,0.1,1257,0.02,0,0.056485170429393536,0.0,0.026340113591109608,0.7423329682365827,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,1321,0.02,32,0.536743853630646,0.888889,0.15331911671534312,0.2644444444444444,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k2,2,wrong,cv_last,0.1,1321,0.02,2,0.0643596340766152,0.055556,0.03924659651074746,0.2644444444444444,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k2,2,wrong,expected,0.1,1321,0.02,36,0.20740708976558034,1.0,0.06369153029530387,0.2644444444444444,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k2,2,wrong,shuffled,0.1,1321,0.02,0,0.03179531160663236,0.0,0.020113501151236998,0.2644444444444444,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k3,3,wrong,cv_first,0.1,1262,0.02,31,0.31934876717485416,0.861111,0.10614394744829528,0.2875,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k3,3,wrong,cv_last,0.1,1262,0.02,2,0.05863604994039776,0.055556,0.03749421358117011,0.2875,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k3,3,wrong,expected,0.1,1262,0.02,36,0.19095614530397137,1.0,0.04736919302136694,0.2875,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k3,3,wrong,shuffled,0.1,1262,0.02,11,0.03407365581278625,0.305556,0.023881249968206494,0.2875,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k4,4,wrong,cv_first,0.1,1365,0.02,31,0.27985347985347986,0.861111,0.10127710127710128,0.144375,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k4,4,wrong,cv_last,0.1,1365,0.02,2,0.08058608058608059,0.055556,0.04205524205524206,0.144375,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k4,4,wrong,expected,0.1,1365,0.02,34,0.14358974358974358,0.944444,0.04059004059004059,0.144375,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k4,4,wrong,shuffled,0.1,1365,0.02,15,0.035164835164835165,0.416667,0.025443025443025447,0.144375,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k5,5,wrong,cv_first,0.1,1312,0.02,31,0.2804806548050968,0.861111,0.10044329878306599,0.09310344827586207,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k5,5,wrong,cv_last,0.1,1312,0.02,2,0.07853307404289903,0.055556,0.04646314093386916,0.09310344827586207,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k5,5,wrong,expected,0.1,1312,0.02,36,0.09453458334542711,1.0,0.02836351284672186,0.09310344827586207,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k5,5,wrong,shuffled,0.1,1312,0.02,0,0.032014628624502946,0.0,0.021836406981387103,0.09310344827586207,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k6,6,wrong,cv_first,0.1,1329,0.02,31,0.22200312101007236,0.861111,0.08295759797249369,0.04857142857142857,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k6,6,wrong,cv_last,0.1,1329,0.02,2,0.07522201730741948,0.055556,0.041175554899487384,0.04857142857142857,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k6,6,wrong,expected,0.1,1329,0.02,36,0.0955624911334941,1.0,0.026540624892164116,0.04857142857142857,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k6,6,wrong,shuffled,0.1,1329,0.02,27,0.03761952049936161,0.75,0.02405884675993911,0.04857142857142857,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k7,7,wrong,cv_first,0.1,1367,0.02,31,0.23627977861554506,0.861111,0.08652644784031645,0.02142857142857143,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k7,7,wrong,cv_last,0.1,1367,0.02,3,0.07826261329910965,0.083333,0.041898576205145546,0.02142857142857143,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k7,7,wrong,expected,0.1,1367,0.02,36,0.07974118339081844,1.0,0.027921135220405294,0.02142857142857143,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k7,7,wrong,shuffled,0.1,1367,0.02,19,0.029253228523301516,0.527778,0.022560460516664896,0.02142857142857143,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k8,8,wrong,cv_first,0.1,1366,0.02,31,0.2035186224967247,0.861111,0.07761867907853309,0.024285714285714285,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k8,8,wrong,cv_last,0.1,1366,0.02,3,0.08712333894815646,0.083333,0.05124346292229503,0.024285714285714285,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k8,8,wrong,expected,0.1,1366,0.02,36,0.07174139728884255,1.0,0.026910972896374355,0.024285714285714285,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k8,8,wrong,shuffled,0.1,1366,0.02,0,0.03147776797411834,0.0,0.01980515046208477,0.024285714285714285,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k9,9,wrong,cv_first,0.1,1360,0.02,31,0.22132352941176472,0.861111,0.08062400635930046,0.025,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k9,9,wrong,cv_last,0.1,1360,0.02,36,0.07426470588235294,1.0,0.04833068362480127,0.025,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k9,9,wrong,expected,0.1,1360,0.02,36,0.06838235294117648,1.0,0.03116057233704293,0.025,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,IVQ,ordinal,k9,9,wrong,shuffled,0.1,1360,0.02,0,0.02794117647058823,0.0,0.022496025437201916,0.025,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,ordinal,k10,10,wrong,cv_first,0.1,1341,0.02,31,0.18643122676579926,0.861111,0.07717166203544719,0.041428571428571426,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,ordinal,k10,10,wrong,cv_last,0.1,1341,0.02,33,0.07456860678022527,0.916667,0.04345348511136671,0.041428571428571426,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_last == expected at k=N, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,ordinal,k10,10,wrong,expected,0.1,1341,0.02,33,0.07456860678022527,0.916667,0.04345348511136671,0.041428571428571426,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,ordinal,k10,10,wrong,shuffled,0.1,1341,0.02,35,0.032056261443710814,0.972222,0.023517922294485575,0.041428571428571426,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,semantic,CVQ,10,wrong,cv_first,0.1,1249,0.02,26,0.1585317269076305,0.722222,0.056610615434711804,0.6621739130434783,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,semantic,CVQ,10,wrong,cv_last,0.1,1249,0.02,33,0.45475341365461847,0.916667,0.10568666015413002,0.6621739130434783,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_last == expected at k=N, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,semantic,CVQ,10,wrong,expected,0.1,1249,0.02,33,0.45475341365461847,0.916667,0.10568666015413002,0.6621739130434783,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,CVQ,semantic,CVQ,10,wrong,shuffled,0.1,1249,0.02,0,0.04003212851405623,0.0,0.02604945186150006,0.6621739130434783,True,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
